total,bonds,angles,improper,dihe,vdw,elec,air,cdih,coup,rdcs,vean,dani,xpcs,rg,desolv,bsa,experiment_id,model_name,haddock_score,best_model
-415.772, 0, 0, 0, 0, -74.6878, -341.084, 0, 0, 0, 0, 0, 0, 0, 0,-8.7563,2053.5,H5M9__EPI839728,mdscoring_5.pdb,-151.66,False
-461.78, 0, 0, 0, 0, -68.3733, -393.406, 0, 0, 0, 0, 0, 0, 0, 0,-0.725474,2050.53,H5M9__EPI839728,mdscoring_2.pdb,-147.78,False
-463.315, 0, 0, 0, 0, -67.1192, -396.196, 0, 0, 0, 0, 0, 0, 0, 0,-1.06938,2037.9,H5M9__EPI839728,mdscoring_1.pdb,-147.43,False
-414.414, 0, 0, 0, 0, -73.8928, -340.521, 0, 0, 0, 0, 0, 0, 0, 0,0.215039,2106.24,H5M9__EPI839728,mdscoring_8.pdb,-141.78,False
-422.318, 0, 0, 0, 0, -63.2164, -359.102, 0, 0, 0, 0, 0, 0, 0, 0,1.56474,2046.77,H5M9__EPI839728,mdscoring_6.pdb,-133.47,False
-386.651, 0, 0, 0, 0, -64.3832, -322.268, 0, 0, 0, 0, 0, 0, 0, 0,6.74896,1902.35,H5M9__EPI839728,mdscoring_4.pdb,-122.09,False
-379.962, 0, 0, 0, 0, -53.4843, -326.477, 0, 0, 0, 0, 0, 0, 0, 0,-0.151255,1883.95,H5M9__EPI839728,mdscoring_7.pdb,-118.93,False
-324.204, 0, 0, 0, 0, -63.1688, -261.035, 0, 0, 0, 0, 0, 0, 0, 0,-2.42745,1994.79,H5M9__EPI839728,mdscoring_9.pdb,-117.8,False
-285.601, 0, 0, 0, 0, -59.2665, -226.334, 0, 0, 0, 0, 0, 0, 0, 0,1.45017,1918.13,H5M9__EPI839728,mdscoring_3.pdb,-103.08,False
-655.618, 0, 0, 0, 0, -68.0291, -587.589, 0, 0, 0, 0, 0, 0, 0, 0,9.45137,2360.56,12H5__EPI25076,mdscoring_4.pdb,-176.1,True
-644.841, 0, 0, 0, 0, -52.8807, -591.961, 0, 0, 0, 0, 0, 0, 0, 0,11.7464,2261.95,12H5__EPI25076,mdscoring_2.pdb,-159.53,False
-620.748, 0, 0, 0, 0, -57.3073, -563.44, 0, 0, 0, 0, 0, 0, 0, 0,11.3468,2206.94,12H5__EPI25076,mdscoring_1.pdb,-158.65,False
-574.848, 0, 0, 0, 0, -62.8362, -512.011, 0, 0, 0, 0, 0, 0, 0, 0,11.2296,2384.53,12H5__EPI25076,mdscoring_5.pdb,-154.01,False
-611.113, 0, 0, 0, 0, -52.5349, -558.578, 0, 0, 0, 0, 0, 0, 0, 0,14.1556,2120.28,12H5__EPI25076,mdscoring_3.pdb,-150.09,False
-316.14, 0, 0, 0, 0, -69.4348, -246.705, 0, 0, 0, 0, 0, 0, 0, 0,9.63756,1986.97,FLD21.140__EPI533427,mdscoring_6.pdb,-109.14,True
-319.516, 0, 0, 0, 0, -64.5215, -254.995, 0, 0, 0, 0, 0, 0, 0, 0,10.5731,1754.65,FLD21.140__EPI533427,mdscoring_7.pdb,-104.95,False
-363.153, 0, 0, 0, 0, -59.4651, -303.687, 0, 0, 0, 0, 0, 0, 0, 0,16.7855,1815.33,FLD21.140__EPI533427,mdscoring_9.pdb,-103.42,False
-342.988, 0, 0, 0, 0, -56.4687, -286.52, 0, 0, 0, 0, 0, 0, 0, 0,14.4053,1806.49,FLD21.140__EPI533427,mdscoring_1.pdb,-99.37,False
-316.377, 0, 0, 0, 0, -60.5501, -255.827, 0, 0, 0, 0, 0, 0, 0, 0,13.8335,1658.22,FLD21.140__EPI533427,mdscoring_4.pdb,-97.88,False
-276.273, 0, 0, 0, 0, -68.2425, -208.031, 0, 0, 0, 0, 0, 0, 0, 0,13.0566,1852.3,FLD21.140__EPI533427,mdscoring_3.pdb,-96.79,False
-284.9, 0, 0, 0, 0, -57.9756, -226.925, 0, 0, 0, 0, 0, 0, 0, 0,10.383,1746.47,FLD21.140__EPI533427,mdscoring_5.pdb,-92.98,False
-300.099, 0, 0, 0, 0, -56.7426, -243.357, 0, 0, 0, 0, 0, 0, 0, 0,12.8199,1811.79,FLD21.140__EPI533427,mdscoring_10.pdb,-92.59,False
-305.129, 0, 0, 0, 0, -50.2896, -254.84, 0, 0, 0, 0, 0, 0, 0, 0,13.0227,1589.69,FLD21.140__EPI533427,mdscoring_2.pdb,-88.23,False
-286.687, 0, 0, 0, 0, -56.0986, -230.588, 0, 0, 0, 0, 0, 0, 0, 0,21.8487,1754.61,FLD21.140__EPI533427,mdscoring_8.pdb,-80.37,False
-446.875, 0, 0, 0, 0, -113.749, -333.126, 0, 0, 0, 0, 0, 0, 0, 0,-20.2379,2899.21,FLD21.140__EPI335206,mdscoring_2.pdb,-200.61,True
-395.385, 0, 0, 0, 0, -115.686, -279.699, 0, 0, 0, 0, 0, 0, 0, 0,-19.6483,2833.89,FLD21.140__EPI335206,mdscoring_1.pdb,-191.27,False
-395.053, 0, 0, 0, 0, -115.732, -279.321, 0, 0, 0, 0, 0, 0, 0, 0,-16.6504,2947.92,FLD21.140__EPI335206,mdscoring_3.pdb,-188.25,False
-381.515, 0, 0, 0, 0, -109.474, -272.041, 0, 0, 0, 0, 0, 0, 0, 0,-19.9841,2856.82,FLD21.140__EPI335206,mdscoring_10.pdb,-183.87,False
-343.348, 0, 0, 0, 0, -110.466, -232.882, 0, 0, 0, 0, 0, 0, 0, 0,-25.8563,2647.98,FLD21.140__EPI335206,mdscoring_4.pdb,-182.9,False
-419.163, 0, 0, 0, 0, -104.451, -314.712, 0, 0, 0, 0, 0, 0, 0, 0,-12.166,2745.04,FLD21.140__EPI335206,mdscoring_7.pdb,-179.56,False
-402.732, 0, 0, 0, 0, -102.586, -300.146, 0, 0, 0, 0, 0, 0, 0, 0,-16.607,2787.19,FLD21.140__EPI335206,mdscoring_5.pdb,-179.22,False
-341.262, 0, 0, 0, 0, -114.684, -226.577, 0, 0, 0, 0, 0, 0, 0, 0,-13.4965,2953.78,FLD21.140__EPI335206,mdscoring_8.pdb,-173.5,False
-363.148, 0, 0, 0, 0, -96.7088, -266.439, 0, 0, 0, 0, 0, 0, 0, 0,-17.0873,2809.73,FLD21.140__EPI335206,mdscoring_9.pdb,-167.08,False
-346.276, 0, 0, 0, 0, -89.0814, -257.194, 0, 0, 0, 0, 0, 0, 0, 0,-3.53932,2575.86,FLD21.140__EPI335206,mdscoring_6.pdb,-144.06,False
-417.65, 0, 0, 0, 0, -73.8393, -343.81, 0, 0, 0, 0, 0, 0, 0, 0,2.95153,1994.21,H5.3__EPI25011,mdscoring_4.pdb,-139.65,True
-377.691, 0, 0, 0, 0, -72.1375, -305.554, 0, 0, 0, 0, 0, 0, 0, 0,-1.91179,1875.58,H5.3__EPI25011,mdscoring_5.pdb,-135.16,False
-396.511, 0, 0, 0, 0, -74.1013, -322.409, 0, 0, 0, 0, 0, 0, 0, 0,3.91306,2048.35,H5.3__EPI25011,mdscoring_1.pdb,-134.67,False
-387.761, 0, 0, 0, 0, -78.2101, -309.551, 0, 0, 0, 0, 0, 0, 0, 0,8.66238,1995.49,H5.3__EPI25011,mdscoring_8.pdb,-131.46,False
-370.378, 0, 0, 0, 0, -55.0102, -315.367, 0, 0, 0, 0, 0, 0, 0, 0,2.63273,1671.29,H5.3__EPI25011,mdscoring_6.pdb,-115.45,False
-380.443, 0, 0, 0, 0, -53.4374, -327.005, 0, 0, 0, 0, 0, 0, 0, 0,4.64387,1735.65,H5.3__EPI25011,mdscoring_2.pdb,-114.19,False
-316.168, 0, 0, 0, 0, -61.7641, -254.404, 0, 0, 0, 0, 0, 0, 0, 0,2.53635,1854.28,H5.3__EPI25011,mdscoring_3.pdb,-110.11,False
-333.083, 0, 0, 0, 0, -61.7361, -271.346, 0, 0, 0, 0, 0, 0, 0, 0,7.94926,1721.37,H5.3__EPI25011,mdscoring_7.pdb,-108.06,False
-281.353, 0, 0, 0, 0, -47.732, -233.621, 0, 0, 0, 0, 0, 0, 0, 0,1.61992,1666.42,H5.3__EPI25011,mdscoring_9.pdb,-92.84,False
-375.638, 0, 0, 0, 0, -60.2943, -315.344, 0, 0, 0, 0, 0, 0, 0, 0,-0.527028,1482.93,3C11__EPI2800377,mdscoring_10.pdb,-123.89,True
-362.72, 0, 0, 0, 0, -53.9693, -308.75, 0, 0, 0, 0, 0, 0, 0, 0,-6.67918,1525.72,3C11__EPI2800377,mdscoring_2.pdb,-122.4,False
-398.978, 0, 0, 0, 0, -57.711, -341.267, 0, 0, 0, 0, 0, 0, 0, 0,3.70549,1664.65,3C11__EPI2800377,mdscoring_7.pdb,-122.26,False
-467.665, 0, 0, 0, 0, -37.8433, -429.821, 0, 0, 0, 0, 0, 0, 0, 0,2.57604,1505.89,3C11__EPI2800377,mdscoring_3.pdb,-121.23,False
-393.383, 0, 0, 0, 0, -52.0747, -341.309, 0, 0, 0, 0, 0, 0, 0, 0,3.46009,1556.52,3C11__EPI2800377,mdscoring_6.pdb,-116.88,False
-395.725, 0, 0, 0, 0, -47.5182, -348.207, 0, 0, 0, 0, 0, 0, 0, 0,2.67563,1622.44,3C11__EPI2800377,mdscoring_9.pdb,-114.48,False
-359.039, 0, 0, 0, 0, -47.6876, -311.351, 0, 0, 0, 0, 0, 0, 0, 0,-0.965968,1462.17,3C11__EPI2800377,mdscoring_8.pdb,-110.92,False
-413.055, 0, 0, 0, 0, -35.4443, -377.611, 0, 0, 0, 0, 0, 0, 0, 0,1.4676,1477.4,3C11__EPI2800377,mdscoring_5.pdb,-109.5,False
-403.102, 0, 0, 0, 0, -34.0272, -369.075, 0, 0, 0, 0, 0, 0, 0, 0,3.54676,1501.58,3C11__EPI2800377,mdscoring_1.pdb,-104.3,False
-364.853, 0, 0, 0, 0, -39.2669, -325.586, 0, 0, 0, 0, 0, 0, 0, 0,2.60317,1395.54,3C11__EPI2800377,mdscoring_4.pdb,-101.78,False
-409.974, 0, 0, 0, 0, -90.4681, -319.506, 0, 0, 0, 0, 0, 0, 0, 0,-1.2575,2325.61,AVFluIgG03__EPI2467482,mdscoring_6.pdb,-155.63,True
-397.744, 0, 0, 0, 0, -76.4075, -321.336, 0, 0, 0, 0, 0, 0, 0, 0,-0.133706,2022.52,AVFluIgG03__EPI2467482,mdscoring_1.pdb,-140.81,False
-435.948, 0, 0, 0, 0, -69.322, -366.626, 0, 0, 0, 0, 0, 0, 0, 0,4.38687,2190.27,AVFluIgG03__EPI2467482,mdscoring_2.pdb,-138.26,False
-411.856, 0, 0, 0, 0, -60.4248, -351.431, 0, 0, 0, 0, 0, 0, 0, 0,-1.41703,1997.88,AVFluIgG03__EPI2467482,mdscoring_5.pdb,-132.13,False
-354.723, 0, 0, 0, 0, -63.4803, -291.242, 0, 0, 0, 0, 0, 0, 0, 0,-6.17683,1773.17,AVFluIgG03__EPI2467482,mdscoring_7.pdb,-127.91,False
-306.798, 0, 0, 0, 0, -69.3418, -237.456, 0, 0, 0, 0, 0, 0, 0, 0,-10.6312,1985.28,AVFluIgG03__EPI2467482,mdscoring_3.pdb,-127.46,False
-338.084, 0, 0, 0, 0, -58.8541, -279.23, 0, 0, 0, 0, 0, 0, 0, 0,-6.53402,1815.62,AVFluIgG03__EPI2467482,mdscoring_4.pdb,-121.23,False
-399.195, 0, 0, 0, 0, -59.4532, -339.742, 0, 0, 0, 0, 0, 0, 0, 0,10.1765,1896.15,AVFluIgG03__EPI2467482,mdscoring_9.pdb,-117.23,False
-331.943, 0, 0, 0, 0, -55.6305, -276.312, 0, 0, 0, 0, 0, 0, 0, 0,-5.50302,1750.26,AVFluIgG03__EPI2467482,mdscoring_8.pdb,-116.4,False
-273.4, 0, 0, 0, 0, -61.5469, -211.853, 0, 0, 0, 0, 0, 0, 0, 0,-3.52057,1817.25,AVFluIgG03__EPI2467482,mdscoring_10.pdb,-107.44,False
-320.553, 0, 0, 0, 0, -67.1604, -253.393, 0, 0, 0, 0, 0, 0, 0, 0,-2.72971,2027.49,FLD194__EPI2580084,mdscoring_8.pdb,-120.57,True
-322.597, 0, 0, 0, 0, -73.2476, -249.35, 0, 0, 0, 0, 0, 0, 0, 0,4.50354,1930.81,FLD194__EPI2580084,mdscoring_10.pdb,-118.61,False
-345.019, 0, 0, 0, 0, -64.0444, -280.975, 0, 0, 0, 0, 0, 0, 0, 0,3.53896,1985.74,FLD194__EPI2580084,mdscoring_4.pdb,-116.7,False
-286.476, 0, 0, 0, 0, -58.9647, -227.512, 0, 0, 0, 0, 0, 0, 0, 0,3.86145,1727.39,FLD194__EPI2580084,mdscoring_3.pdb,-100.61,False
-272.918, 0, 0, 0, 0, -56.8281, -216.09, 0, 0, 0, 0, 0, 0, 0, 0,-0.370568,1664.03,FLD194__EPI2580084,mdscoring_6.pdb,-100.42,False
-256.63, 0, 0, 0, 0, -57.7712, -198.859, 0, 0, 0, 0, 0, 0, 0, 0,4.97432,1618.33,FLD194__EPI2580084,mdscoring_1.pdb,-92.57,False
-251.778, 0, 0, 0, 0, -53.5697, -198.208, 0, 0, 0, 0, 0, 0, 0, 0,1.89875,1674.06,FLD194__EPI2580084,mdscoring_2.pdb,-91.31,False
-225.174, 0, 0, 0, 0, -50.8584, -174.315, 0, 0, 0, 0, 0, 0, 0, 0,-2.558811E-02,1624.01,FLD194__EPI2580084,mdscoring_5.pdb,-85.75,False
-208.912, 0, 0, 0, 0, -52.2594, -156.652, 0, 0, 0, 0, 0, 0, 0, 0,-1.81506,1494.22,FLD194__EPI2580084,mdscoring_7.pdb,-85.4,False
-224.594, 0, 0, 0, 0, -45.4031, -179.191, 0, 0, 0, 0, 0, 0, 0, 0,7.00096,1495.58,FLD194__EPI2580084,mdscoring_9.pdb,-74.24,False
-292.857, 0, 0, 0, 0, -72.6547, -220.203, 0, 0, 0, 0, 0, 0, 0, 0,1.4483,1981.25,FLD194__EPI359880,mdscoring_9.pdb,-115.25,True
-284.485, 0, 0, 0, 0, -60.058, -224.427, 0, 0, 0, 0, 0, 0, 0, 0,-2.22466,1872.32,FLD194__EPI359880,mdscoring_6.pdb,-107.17,False
-228.529, 0, 0, 0, 0, -74.0787, -154.45, 0, 0, 0, 0, 0, 0, 0, 0,0.189763,1967.41,FLD194__EPI359880,mdscoring_2.pdb,-104.78,False
-205.698, 0, 0, 0, 0, -75.2766, -130.421, 0, 0, 0, 0, 0, 0, 0, 0,1.75233,1927.17,FLD194__EPI359880,mdscoring_3.pdb,-99.61,False
-204.125, 0, 0, 0, 0, -71.3168, -132.808, 0, 0, 0, 0, 0, 0, 0, 0,-0.630967,1790.76,FLD194__EPI359880,mdscoring_4.pdb,-98.51,False
-255.528, 0, 0, 0, 0, -62.0382, -193.49, 0, 0, 0, 0, 0, 0, 0, 0,5.05942,1866.15,FLD194__EPI359880,mdscoring_1.pdb,-95.68,False
-220.133, 0, 0, 0, 0, -61.6241, -158.508, 0, 0, 0, 0, 0, 0, 0, 0,2.79662,1743.4,FLD194__EPI359880,mdscoring_8.pdb,-90.53,False
-256.539, 0, 0, 0, 0, -53.1758, -203.363, 0, 0, 0, 0, 0, 0, 0, 0,6.4081,1642.68,FLD194__EPI359880,mdscoring_5.pdb,-87.44,False
-188.722, 0, 0, 0, 0, -59.3904, -129.332, 0, 0, 0, 0, 0, 0, 0, 0,2.13706,1787.31,FLD194__EPI359880,mdscoring_7.pdb,-83.12,False
-440.291, 0, 0, 0, 0, -90.009, -350.282, 0, 0, 0, 0, 0, 0, 0, 0,-12.5193,2379.59,AVFluIgG01__EPI25011,mdscoring_5.pdb,-172.58,True
-442.997, 0, 0, 0, 0, -93.2057, -349.792, 0, 0, 0, 0, 0, 0, 0, 0,-3.40741,2259.14,AVFluIgG01__EPI25011,mdscoring_6.pdb,-166.57,False
-496.228, 0, 0, 0, 0, -85.1187, -411.109, 0, 0, 0, 0, 0, 0, 0, 0,5.25274,2360.44,AVFluIgG01__EPI25011,mdscoring_1.pdb,-162.09,False
-442.527, 0, 0, 0, 0, -79.5312, -362.996, 0, 0, 0, 0, 0, 0, 0, 0,-3.33467,2207.62,AVFluIgG01__EPI25011,mdscoring_8.pdb,-155.47,False
-427.082, 0, 0, 0, 0, -74.2538, -352.828, 0, 0, 0, 0, 0, 0, 0, 0,-6.85994,2232.9,AVFluIgG01__EPI25011,mdscoring_4.pdb,-151.68,False
-400.179, 0, 0, 0, 0, -79.2686, -320.91, 0, 0, 0, 0, 0, 0, 0, 0,0.786292,2204.92,AVFluIgG01__EPI25011,mdscoring_3.pdb,-142.66,False
-385.639, 0, 0, 0, 0, -84.0948, -301.544, 0, 0, 0, 0, 0, 0, 0, 0,1.80206,2233.57,AVFluIgG01__EPI25011,mdscoring_2.pdb,-142.6,False
-379.39, 0, 0, 0, 0, -74.1973, -305.193, 0, 0, 0, 0, 0, 0, 0, 0,-1.53544,2145.49,AVFluIgG01__EPI25011,mdscoring_7.pdb,-136.77,False
-295.947, 0, 0, 0, 0, -65.8046, -230.143, 0, 0, 0, 0, 0, 0, 0, 0,-26.3629,1892.2,12H5__EPI1947325,mdscoring_10.pdb,-138.2,True
-404.874, 0, 0, 0, 0, -59.564, -345.31, 0, 0, 0, 0, 0, 0, 0, 0,-3.44013,1687.08,12H5__EPI1947325,mdscoring_4.pdb,-132.07,False
-458.409, 0, 0, 0, 0, -48.6679, -409.741, 0, 0, 0, 0, 0, 0, 0, 0,2.4469,1463.52,12H5__EPI1947325,mdscoring_2.pdb,-128.17,False
-396.492, 0, 0, 0, 0, -46.0313, -350.461, 0, 0, 0, 0, 0, 0, 0, 0,-5.53389,1661.68,12H5__EPI1947325,mdscoring_5.pdb,-121.66,False
-318.328, 0, 0, 0, 0, -56.1183, -262.21, 0, 0, 0, 0, 0, 0, 0, 0,-8.3841,1620.76,12H5__EPI1947325,mdscoring_8.pdb,-116.94,False
-326.304, 0, 0, 0, 0, -43.2232, -283.081, 0, 0, 0, 0, 0, 0, 0, 0,-14.09,1487.69,12H5__EPI1947325,mdscoring_1.pdb,-113.93,False
-340.332, 0, 0, 0, 0, -42.0834, -298.248, 0, 0, 0, 0, 0, 0, 0, 0,-8.12649,1474.77,12H5__EPI1947325,mdscoring_7.pdb,-109.86,False
-289.257, 0, 0, 0, 0, -46.4843, -242.773, 0, 0, 0, 0, 0, 0, 0, 0,-14.7773,1477.13,12H5__EPI1947325,mdscoring_9.pdb,-109.82,False
-367.603, 0, 0, 0, 0, -42.8306, -324.772, 0, 0, 0, 0, 0, 0, 0, 0,-1.13011,1393.22,12H5__EPI1947325,mdscoring_6.pdb,-108.92,False
-283.459, 0, 0, 0, 0, -49.0283, -234.431, 0, 0, 0, 0, 0, 0, 0, 0,-12.9878,1481.59,12H5__EPI1947325,mdscoring_3.pdb,-108.9,False
-431.818, 0, 0, 0, 0, -84.1062, -347.712, 0, 0, 0, 0, 0, 0, 0, 0,-2.32592,2243.75,AVFluIgG01__EPI359214,mdscoring_1.pdb,-155.97,True
-385.625, 0, 0, 0, 0, -79.086, -306.539, 0, 0, 0, 0, 0, 0, 0, 0,-3.64604,2132.87,AVFluIgG01__EPI359214,mdscoring_7.pdb,-144.04,False
-396.237, 0, 0, 0, 0, -73.3823, -322.854, 0, 0, 0, 0, 0, 0, 0, 0,-5.21675,2115.79,AVFluIgG01__EPI359214,mdscoring_6.pdb,-143.17,False
-425.091, 0, 0, 0, 0, -71.0822, -354.009, 0, 0, 0, 0, 0, 0, 0, 0,1.79315,2294.36,AVFluIgG01__EPI359214,mdscoring_3.pdb,-140.09,False
-345.576, 0, 0, 0, 0, -69.182, -276.394, 0, 0, 0, 0, 0, 0, 0, 0,-4.88336,1998.76,AVFluIgG01__EPI359214,mdscoring_9.pdb,-129.34,False
-335.895, 0, 0, 0, 0, -73.6879, -262.207, 0, 0, 0, 0, 0, 0, 0, 0,-2.52961,2029.84,AVFluIgG01__EPI359214,mdscoring_4.pdb,-128.66,False
-324.73, 0, 0, 0, 0, -67.6368, -257.094, 0, 0, 0, 0, 0, 0, 0, 0,-6.96132,1945.79,AVFluIgG01__EPI359214,mdscoring_8.pdb,-126.02,False
-387.211, 0, 0, 0, 0, -68.7097, -318.501, 0, 0, 0, 0, 0, 0, 0, 0,6.62195,2030.33,AVFluIgG01__EPI359214,mdscoring_2.pdb,-125.79,False
-370.652, 0, 0, 0, 0, -58.363, -312.289, 0, 0, 0, 0, 0, 0, 0, 0,1.22573,1853.52,AVFluIgG01__EPI359214,mdscoring_5.pdb,-119.6,False
-490.216, 0, 0, 0, 0, -111.945, -378.271, 0, 0, 0, 0, 0, 0, 0, 0,-8.57951,2840.67,3C11__EPI2580066,mdscoring_1.pdb,-196.18,True
-497.387, 0, 0, 0, 0, -103.581, -393.805, 0, 0, 0, 0, 0, 0, 0, 0,-4.96449,2654,3C11__EPI2580066,mdscoring_7.pdb,-187.31,False
-494.545, 0, 0, 0, 0, -106.945, -387.601, 0, 0, 0, 0, 0, 0, 0, 0,-2.71983,2819.67,3C11__EPI2580066,mdscoring_8.pdb,-187.19,False
-482.339, 0, 0, 0, 0, -94.4422, -387.896, 0, 0, 0, 0, 0, 0, 0, 0,-6.73038,2749.33,3C11__EPI2580066,mdscoring_3.pdb,-178.75,False
-424.441, 0, 0, 0, 0, -100.759, -323.682, 0, 0, 0, 0, 0, 0, 0, 0,-7.83889,2653.83,3C11__EPI2580066,mdscoring_4.pdb,-173.33,False
-425.801, 0, 0, 0, 0, -96.6722, -329.128, 0, 0, 0, 0, 0, 0, 0, 0,-9.32575,2576.56,3C11__EPI2580066,mdscoring_2.pdb,-171.82,False
-450.94, 0, 0, 0, 0, -96.4819, -354.459, 0, 0, 0, 0, 0, 0, 0, 0,-3.76309,2700.1,3C11__EPI2580066,mdscoring_6.pdb,-171.14,False
-413.584, 0, 0, 0, 0, -93.8118, -319.772, 0, 0, 0, 0, 0, 0, 0, 0,-11.9349,2542.39,3C11__EPI2580066,mdscoring_5.pdb,-169.7,False
-431.979, 0, 0, 0, 0, -90.1343, -341.844, 0, 0, 0, 0, 0, 0, 0, 0,3.03754,2412.16,3C11__EPI2580066,mdscoring_9.pdb,-155.47,False
-253.982, 0, 0, 0, 0, -73.4536, -180.528, 0, 0, 0, 0, 0, 0, 0, 0,-11.2252,1845.19,AVFluIgG01__EPI4795,mdscoring_8.pdb,-120.78,True
-208.387, 0, 0, 0, 0, -80.0001, -128.387, 0, 0, 0, 0, 0, 0, 0, 0,-14.348,1920.13,AVFluIgG01__EPI4795,mdscoring_1.pdb,-120.03,False
-230.611, 0, 0, 0, 0, -68.369, -162.242, 0, 0, 0, 0, 0, 0, 0, 0,-9.95107,1800.1,AVFluIgG01__EPI4795,mdscoring_6.pdb,-110.77,False
-179.76, 0, 0, 0, 0, -68.2069, -111.553, 0, 0, 0, 0, 0, 0, 0, 0,-19.6031,1799.83,AVFluIgG01__EPI4795,mdscoring_2.pdb,-110.12,False
-203.527, 0, 0, 0, 0, -48.674, -154.853, 0, 0, 0, 0, 0, 0, 0, 0,-15.5059,1315.07,AVFluIgG01__EPI4795,mdscoring_7.pdb,-95.15,False
-179.252, 0, 0, 0, 0, -58.9742, -120.278, 0, 0, 0, 0, 0, 0, 0, 0,-10.7654,1739.93,AVFluIgG01__EPI4795,mdscoring_3.pdb,-93.8,False
-202.671, 0, 0, 0, 0, -49.7556, -152.915, 0, 0, 0, 0, 0, 0, 0, 0,-12.4755,1222.65,AVFluIgG01__EPI4795,mdscoring_5.pdb,-92.81,False
-125.29, 0, 0, 0, 0, -55.0233, -70.2671, 0, 0, 0, 0, 0, 0, 0, 0,-15.5153,1391.8,AVFluIgG01__EPI4795,mdscoring_4.pdb,-84.59,False
-179.328, 0, 0, 0, 0, -41.1992, -138.129, 0, 0, 0, 0, 0, 0, 0, 0,-5.78441,1336.1,AVFluIgG01__EPI4795,mdscoring_9.pdb,-74.61,False
-82.3773, 0, 0, 0, 0, -37.0308, -45.3465, 0, 0, 0, 0, 0, 0, 0, 0,-10.8109,1212.8,AVFluIgG01__EPI4795,mdscoring_10.pdb,-56.91,False
-367.297, 0, 0, 0, 0, -123.694, -243.603, 0, 0, 0, 0, 0, 0, 0, 0,-37.3631,2749.21,AVFluIgG03__EPI321328,mdscoring_4.pdb,-209.78,True
-374.198, 0, 0, 0, 0, -116.591, -257.607, 0, 0, 0, 0, 0, 0, 0, 0,-35.9295,2760.05,AVFluIgG03__EPI321328,mdscoring_3.pdb,-204.04,False
-358.573, 0, 0, 0, 0, -115.978, -242.595, 0, 0, 0, 0, 0, 0, 0, 0,-38.0124,2751.69,AVFluIgG03__EPI321328,mdscoring_5.pdb,-202.51,False
-392.188, 0, 0, 0, 0, -111.024, -281.164, 0, 0, 0, 0, 0, 0, 0, 0,-31.036,2667.8,AVFluIgG03__EPI321328,mdscoring_2.pdb,-198.29,False
-304.622, 0, 0, 0, 0, -98.7549, -205.867, 0, 0, 0, 0, 0, 0, 0, 0,-44.6237,2722.76,AVFluIgG03__EPI321328,mdscoring_6.pdb,-184.55,False
-309.661, 0, 0, 0, 0, -106.386, -203.275, 0, 0, 0, 0, 0, 0, 0, 0,-36.529,2600.84,AVFluIgG03__EPI321328,mdscoring_1.pdb,-183.57,False
-309.564, 0, 0, 0, 0, -108.113, -201.451, 0, 0, 0, 0, 0, 0, 0, 0,-32.5345,2646.73,AVFluIgG03__EPI321328,mdscoring_7.pdb,-180.94,False
-265.942, 0, 0, 0, 0, -97.3264, -168.616, 0, 0, 0, 0, 0, 0, 0, 0,-40.9009,2430.6,AVFluIgG03__EPI321328,mdscoring_9.pdb,-171.95,False
-212.143, 0, 0, 0, 0, -85.123, -127.02, 0, 0, 0, 0, 0, 0, 0, 0,-44.5904,2324.35,AVFluIgG03__EPI321328,mdscoring_8.pdb,-155.12,False
-348.387, 0, 0, 0, 0, -73.3383, -275.048, 0, 0, 0, 0, 0, 0, 0, 0,0.221263,1738.9,H5.3__EPI2800377,mdscoring_3.pdb,-128.13,True
-335.33, 0, 0, 0, 0, -57.8192, -277.51, 0, 0, 0, 0, 0, 0, 0, 0,4.60174,1545.91,H5.3__EPI2800377,mdscoring_2.pdb,-108.72,False
-307.389, 0, 0, 0, 0, -58.7771, -248.612, 0, 0, 0, 0, 0, 0, 0, 0,3.53454,1524.8,H5.3__EPI2800377,mdscoring_1.pdb,-104.96,False
-252.716, 0, 0, 0, 0, -51.3381, -201.378, 0, 0, 0, 0, 0, 0, 0, 0,0.302214,1423.44,H5.3__EPI2800377,mdscoring_5.pdb,-91.31,False
-220.697, 0, 0, 0, 0, -55.4461, -165.251, 0, 0, 0, 0, 0, 0, 0, 0,0.466419,1480.82,H5.3__EPI2800377,mdscoring_7.pdb,-88.03,False
-242.647, 0, 0, 0, 0, -48.7349, -193.912, 0, 0, 0, 0, 0, 0, 0, 0,2.07813,1462.64,H5.3__EPI2800377,mdscoring_4.pdb,-85.44,False
-199.739, 0, 0, 0, 0, -42.9196, -156.82, 0, 0, 0, 0, 0, 0, 0, 0,-7.2831,1465.74,H5.3__EPI2800377,mdscoring_8.pdb,-81.57,False
-185.209, 0, 0, 0, 0, -51.7194, -133.489, 0, 0, 0, 0, 0, 0, 0, 0,1.23129,1472.93,H5.3__EPI2800377,mdscoring_6.pdb,-77.19,False
-167.933, 0, 0, 0, 0, -49.1061, -118.826, 0, 0, 0, 0, 0, 0, 0, 0,-3.28805,1357.55,H5.3__EPI2800377,mdscoring_9.pdb,-76.16,False
-300.229, 0, 0, 0, 0, -105.555, -194.674, 0, 0, 0, 0, 0, 0, 0, 0,4.35176,2461.81,3C11__EPI25072,mdscoring_7.pdb,-140.14,True
-334.826, 0, 0, 0, 0, -96.1476, -238.679, 0, 0, 0, 0, 0, 0, 0, 0,3.79122,2218.93,3C11__EPI25072,mdscoring_6.pdb,-140.09,False
